Interest Group,Year,State,Candidate,Election Outcome,Election Type,Party,Incumbent,Office,Contribution
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"HANSON, GARY",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 001,150.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"HEIDEPRIEM, SCOTT N",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 013,150.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"RAVE, TIMOTHY A",Won-General,Standard,REPUBLICAN,Incumbent,HOUSE DISTRICT 025,150.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"DEMPSTER, THOMAS A",Won-General,Standard,INDEPENDENT,Incumbent,SENATE DISTRICT 009,150.00
TARRANT COUNTY STONEWALL DEMOCRATS,2010,SD,"STRICHERZ, PATRICIA K",Won-General,Standard,REPUBLICAN,Challenger,HOUSE DISTRICT 008,150.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"GERENZ, JACQUELINE",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 030,125.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"HARMON, JACEY",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 014,125.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"JOHNSON, FERN Y",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 035,125.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"JOHNSON, PAULA L",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 012,125.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"MARQUARDT, CURTIS R",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 035,125.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"MCPHERSON, FRED",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 029,125.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"ODEA, KEVIN W",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 031,125.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"REMILY, MARK",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 003,125.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"NEMMERS, DENNIS",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 006,125.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"DENNERT, H PAUL",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 002,125.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"ALVINE, MICHELE",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 005,100.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"HART, CLARA",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 006,100.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"SCHIPPER, PAUL",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 011,100.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"ECKHOFF JR, P JAMES",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 013,100.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"SOLI, KAREN L",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 015,100.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"TORNBERG, ANN",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 016,100.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"PISCHKE, TOM",Won-General,Standard,REPUBLICAN,Challenger,HOUSE DISTRICT 025,100.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"KELTS, SUSAN",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 032,100.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"HANSON, MICHAEL T",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 035,100.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"PERPICH, MARY J",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 007,100.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"PIERSON, DENNY",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 013,100.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"BURG, QUINTEN L",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 020,100.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"HUBBARD, DAVID A",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 032,100.00
STONEWALL DEMOCRATIC CLUB,2016,SD,"STUCK, HAVEN",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 033,100.00
STONEWALL DEMOCRATIC CLUB,2010,MI,"BERNERO, VIRGIL P & LAWRENCE, BRENDA",Lost-General,Standard,DEMOCRATIC,Open,GOVERNOR / LIEUTENANT GOVERNOR,34000.00
STONEWALL DEMOCRATIC CLUB,2006,MI,"GRANHOLM, JENNIFER M & CHERRY JR, JOHN D",Won-General,Standard,DEMOCRATIC,Incumbent,GOVERNOR / LIEUTENANT GOVERNOR,7200.00
STONEWALL DEMOCRATIC CLUB,2008,MI,"BROWN, LISA",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 039,4637.75
STONEWALL DEMOCRATIC CLUB,2008,MI,"LEWIS, GARNET",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 098,4500.00
STONEWALL DEMOCRATIC CLUB,2008,MI,"SLAVENS, DIAN",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 021,1500.00
STONEWALL DEMOCRATIC CLUB,2004,MI,"DONIGAN, MARIE",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 026,700.00
STONEWALL DEMOCRATIC CLUB,2006,MI,"DONIGAN, MARIE",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 026,500.00
STONEWALL DEMOCRATIC CLUB,2008,MI,"BENNETT, DOUGLAS",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 092,500.00
STONEWALL DEMOCRATIC CLUB,2008,MI,"DONIGAN, MARIE",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 026,500.00
STONEWALL DEMOCRATIC CLUB,2008,MI,"HAMMEL, RICHARD E",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 048,500.00
STONEWALL DEMOCRATIC CLUB,2008,MI,"LINDBERG, STEVEN",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 109,500.00
STONEWALL DEMOCRATIC CLUB,2004,MI,"LAW, KATHLEEN",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 023,300.00
STONEWALL DEMOCRATIC CLUB,2004,MI,"TOBOCMAN, STEVE",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 012,300.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"GRANHOLM, JENNIFER M & CHERRY JR, JOHN D",Won-General,Standard,DEMOCRATIC,Open,GOVERNOR / LIEUTENANT GOVERNOR,300.00
STONEWALL DEMOCRATIC CLUB,2004,MI,"ROBINSON, STEVE",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 051,250.00
STONEWALL DEMOCRATIC CLUB,2006,MI,"LIPSEY, ALEXANDER C",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 020,250.00
STONEWALL DEMOCRATIC CLUB,2000,MI,"NEUMANN, ANDY",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 106,250.00
STONEWALL DEMOCRATIC CLUB,2004,MI,"DOWDY, TOM",Lost-Primary,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 017,200.00
STONEWALL DEMOCRATIC CLUB,2010,MI,"BYRNES, PAMELA G",Lost-Primary,Standard,DEMOCRATIC,Open,SENATE DISTRICT 018,200.00
STONEWALL DEMOCRATIC CLUB,2000,MI,"THOMAS, EDWARD M",Lost-General,Standard,NONPARTISAN,Challenger,SUPREME COURT-MARKMAN SEAT,200.00
STONEWALL DEMOCRATIC CLUB,2004,MI,"HUNTER, TUPAC A",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 009,200.00
STONEWALL DEMOCRATIC CLUB,2004,MI,"MURPHY, MICHAEL C",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 068,200.00
STONEWALL DEMOCRATIC CLUB,2010,MI,"GEISS, DOUGLAS A",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 022,200.00
STONEWALL DEMOCRATIC CLUB,1998,MI,"SCHAUER, MARK HAMILTON",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 062,150.00
STONEWALL DEMOCRATIC CLUB,2010,MI,"TLAIB, RASHIDA",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 012,150.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"GIRE, SHARON L",Lost-Primary,Standard,DEMOCRATIC,Open,SENATE DISTRICT 010,100.00
STONEWALL DEMOCRATIC CLUB,2000,MI,"ROBINSON, MARIETTA S",Lost-General,Standard,NONPARTISAN,Challenger,SUPREME COURT-TAYLOR SEAT,100.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"DEHART, EILEEN",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 006,100.00
STONEWALL DEMOCRATIC CLUB,2000,MI,"HADSALL, CHERYL",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 094,100.00
STONEWALL DEMOCRATIC CLUB,2000,MI,"WHITMER, GRETCHEN E",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 070,100.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"SCHAUER, MARK HAMILTON",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 019,100.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"BERNERO, VIRGIL P",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 023,100.00
STONEWALL DEMOCRATIC CLUB,2004,MI,"KELLY, MARILYN",Won-General,Standard,NONPARTISAN,Incumbent,SUPREME COURT-KELLY SEAT & MARKMAN SEAT,100.00
STONEWALL DEMOCRATIC CLUB,2006,MI,"TOBOCMAN, STEVE",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 012,60.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"GARZA, BELDA",Lost-Primary,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 012,50.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"NACHT, DAVID",Lost-Primary,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 052,50.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"WINANS, CHRISTINE N",Lost-Primary,Standard,REPUBLICAN,Open,HOUSE DISTRICT 040,50.00
STONEWALL DEMOCRATIC CLUB,2000,MI,"KINGZETT, JEFF",Lost-Primary,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 043,50.00
STONEWALL DEMOCRATIC CLUB,2000,MI,"WEILAND, DOUGLAS K",Lost-Primary,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 050,50.00
STONEWALL DEMOCRATIC CLUB,2004,MI,"WHITAKER, JAMES",Lost-Primary,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 043,50.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"HANLEY, MICHAEL J",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 032,50.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"STEWART, JOHN C",Won-General,Standard,REPUBLICAN,Incumbent,HOUSE DISTRICT 020,50.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"VAGNOZZI, ALDO",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 037,50.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"CONDINO, PAUL",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 035,50.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"PALETKO, DANIEL",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 017,50.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"LAW, KATHLEEN",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 023,50.00
STONEWALL DEMOCRATIC CLUB,2000,MI,"GARZA, BELDA",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 008,50.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"JACOBS, GILDA Z",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 014,50.00
STONEWALL DEMOCRATIC CLUB,2002,MI,"COLEMAN, IRMA CLARK",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 003,50.00
STONEWALL DEMOCRATIC CLUB,2004,MI,"GONZALES, LEE",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 049,50.00
STONEWALL DEMOCRATIC CLUB,2014,MN,"DAYTON, MARK & SMITH, TINA FLINT",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,GOVERNOR / LIEUTENANT GOVERNOR,4000.00
STONEWALL DEMOCRATIC CLUB,2014,MN,"PERSELL, JOHN",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,HOUSE DISTRICT 005A,3000.00
STONEWALL DEMOCRATIC CLUB,2014,MN,"ERICKSON, ROGER A",Lost-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,HOUSE DISTRICT 002A,1000.00
STONEWALL DEMOCRATIC CLUB,2014,MN,"LIEN, BEN",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,HOUSE DISTRICT 004A,1000.00
STONEWALL DEMOCRATIC CLUB,2014,MN,"RADINOVICH, JOE",Lost-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,HOUSE DISTRICT 010B,1000.00
STONEWALL DEMOCRATIC CLUB,2014,MN,"FAUST, TIM D",Lost-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,HOUSE DISTRICT 011B,1000.00
STONEWALL DEMOCRATIC CLUB,2014,MN,"MCNAMAR, JAY",Lost-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,HOUSE DISTRICT 012A,1000.00
STONEWALL DEMOCRATIC CLUB,2014,MN,"DORHOLT, ZACHARY",Lost-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,HOUSE DISTRICT 014B,1000.00
STONEWALL DEMOCRATIC CLUB,2014,MN,"YARUSSO, BARB",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,HOUSE DISTRICT 042A,1000.00
STONEWALL DEMOCRATIC CLUB,2014,MN,"FISCHER, PETER",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,HOUSE DISTRICT 043A,1000.00
STONEWALL DEMOCRATIC CLUB,2014,MN,"SELCER, YVONNE",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,HOUSE DISTRICT 048A,1000.00
STONEWALL DEMOCRATIC CLUB,2014,MN,"MASIN, SANDRA A",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,HOUSE DISTRICT 051A,1000.00
STONEWALL DEMOCRATIC CLUB,2014,MN,"WARD, JOANN",Won-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,HOUSE DISTRICT 053A,1000.00
STONEWALL DEMOCRATIC CLUB,2014,MN,"MORGAN, WILL",Lost-General,Standard,DEMOCRATIC-FARMER-LABOR,Incumbent,HOUSE DISTRICT 056B,1000.00
STONEWALL DEMOCRATIC CLUB,2007,NJ,"GENOVESE, GINA",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 021,11200.00
STONEWALL DEMOCRATIC CLUB,2007,NJ,"GUSCIORA, REED",Won-General,Standard,DEMOCRATIC,Incumbent,ASSEMBLY DISTRICT 015,3500.00
STONEWALL DEMOCRATIC CLUB,2009,NJ,"CORZINE, JON STEVENS & WEINBERG, LORETTA",Lost-General,Standard,DEMOCRATIC,Incumbent,GOVERNOR / LIEUTENANT GOVERNOR,3400.00
STONEWALL DEMOCRATIC CLUB,2007,NJ,"KARCHER, ELLEN",Lost-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 012,3000.00
STONEWALL DEMOCRATIC CLUB,2009,NJ,"ANGELINI, MARY PAT",Won-General,Standard,REPUBLICAN,Incumbent,ASSEMBLY DISTRICT 011,2025.00
STONEWALL DEMOCRATIC CLUB,2011,NJ,"WEINBERG, LORETTA",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 037,2000.00
STONEWALL DEMOCRATIC CLUB,2009,NJ,"WAGNER, CONCETTA",Won-General,Standard,DEMOCRATIC,Incumbent,ASSEMBLY DISTRICT 038,1800.00
STONEWALL DEMOCRATIC CLUB,2007,NJ,"STACK, BRIAN P",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 033,1000.00
STONEWALL DEMOCRATIC CLUB,2009,NJ,"COLEMAN, BONNIE WATSON",Won-General,Standard,DEMOCRATIC,Incumbent,ASSEMBLY DISTRICT 015,1000.00
STONEWALL DEMOCRATIC CLUB,2009,NJ,"GUSCIORA, REED",Won-General,Standard,DEMOCRATIC,Incumbent,ASSEMBLY DISTRICT 015,1000.00
STONEWALL DEMOCRATIC CLUB,2009,NJ,"VAINIERI HUTTLE, VALERIE",Won-General,Standard,DEMOCRATIC,Incumbent,ASSEMBLY DISTRICT 037,1000.00
STONEWALL DEMOCRATIC CLUB,2009,NJ,"CAPUTO, RALPH R",Won-General,Standard,DEMOCRATIC,Incumbent,ASSEMBLY DISTRICT 028,500.00
STONEWALL DEMOCRATIC CLUB,2011,NJ,"JASEY, MILA M",Won-General,Standard,DEMOCRATIC,Incumbent,ASSEMBLY DISTRICT 027,500.00
STONEWALL DEMOCRATIC CLUB,2017,NJ,"EUSTACE, TIMOTHY J",Won-General,Standard,DEMOCRATIC,Incumbent,ASSEMBLY DISTRICT 038,500.00
STONEWALL DEMOCRATIC CLUB,2007,NJ,"CODEY, RICHARD J",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 027,5000.00
STONEWALL DEMOCRATIC CLUB,2007,NJ,"CARABALLO, WILFREDO",Lost-Primary,Standard,DEMOCRATIC,Incumbent,ASSEMBLY DISTRICT 029,2000.00
STONEWALL DEMOCRATIC CLUB,2007,NJ,"CUNNINGHAM, SANDRA BOLDEN",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 031,1000.00
STONEWALL DEMOCRATIC CLUB,2007,NJ,"WEINBERG, LORETTA",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 037,1000.00
STONEWALL DEMOCRATIC CLUB,2010,NY,"JOHNSON, CRAIG M",Lost-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 007,9500.00
STONEWALL DEMOCRATIC CLUB,2010,NY,"VALESKY, DAVID J",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 049,9500.00
STONEWALL DEMOCRATIC CLUB,2011,NJ,"WEINBERG, LORETTA",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 037,500.00
STONEWALL DEMOCRATIC CLUB,2009,VA,"BELL, JOHN JOSEPH",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 013,3000.00
STONEWALL DEMOCRATIC CLUB,2007,VA,"BARKER, GEORGE LINCOLN",Won-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 039,3000.00
STONEWALL DEMOCRATIC CLUB,2011,VA,"BARKER, GEORGE LINCOLN",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 039,3000.00
STONEWALL DEMOCRATIC CLUB,2011,VA,"EDWARDS, JOHN S",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 021,2850.00
STONEWALL DEMOCRATIC CLUB,2007,VA,"RISHELL, JEANETTE M",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 050,2500.00
STONEWALL DEMOCRATIC CLUB,2011,VA,"KONDRATICK, MIKE D",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 087,2500.00
STONEWALL DEMOCRATIC CLUB,2011,VA,"ABBOTT, ROBIN A",Lost-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 093,2500.00
STONEWALL DEMOCRATIC CLUB,2011,VA,"MARSDEN, DAVE W",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 037,2500.00
STONEWALL DEMOCRATIC CLUB,2007,VA,"ROEMMELT, BRUCE",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 013,1500.00
STONEWALL DEMOCRATIC CLUB,2007,VA,"SIMMONS, REX A",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 040,1500.00
STONEWALL DEMOCRATIC CLUB,2011,VA,"BENNETT, ADRIANNE L",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 021,1228.45
STONEWALL DEMOCRATIC CLUB,2007,VA,"BROWN, CHRISTOPHER K",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 052,1000.00
STONEWALL DEMOCRATIC CLUB,2007,VA,"DAY JR, BILL S",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 031,1000.00
STONEWALL DEMOCRATIC CLUB,2009,VA,"WAGNER, JODY M",Lost-General,Standard,DEMOCRATIC,Challenger,LIEUTENANT GOVERNOR,1000.00
STONEWALL DEMOCRATIC CLUB,2009,VA,"MATHIESON, R W (BOBBY)",Lost-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 021,1000.00
STONEWALL DEMOCRATIC CLUB,2009,VA,"WERKHEISER, GREGORY A",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 042,1000.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2009,VA,"BOUCHARD, JOSEPH F (JOE)",Lost-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 083,1000.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2012,VA,"KRUPICKA JR, KENNETH ROBERT (ROB)",Won-General,Special,DEMOCRATIC,Open,HOUSE DISTRICT 045,1000.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"NORTHAM, RALPH S",Won-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 006,1000.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"HERRING, MARK RANKIN",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 033,999.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"SCHULTZ, KAREN K",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 027,500.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2009,VA,"RISHELL, JEANETTE M",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 050,500.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2009,VA,"MILLER, STEVENS R",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 086,500.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2009,VA,"SHANNON, STEPHEN C",Lost-General,Standard,DEMOCRATIC,Open,ATTORNEY GENERAL,500.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"MILLER, JOHN C",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 001,500.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"PETERSEN, J CHAPMAN (CHAP)",Won-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 034,500.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"POISSON, DAVID E",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 032,500.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2011,VA,"BULOVA, DAVID L",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 037,500.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"VANDERHYE, MARGARET E",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 034,400.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"LIGHT, HENRY D",Lost-Primary,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 079,250.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2009,VA,"VALENTINE, SHANNON R",Lost-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 023,250.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2009,VA,"POISSON, DAVID E",Lost-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 032,250.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2009,VA,"VANDERHYE, MARGARET E",Lost-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 034,250.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2009,VA,"NEFF, CYNTHIA",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 058,250.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"LUCAS, L LOUISE",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 018,250.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"MCEACHIN, ASTON DONALD",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 009,175.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"TICER, PATRICIA S (PATSY)",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 030,175.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2011,VA,"GARCES, ESTEBAN",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 002,125.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2011,VA,"WEST, GARY R",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 094,125.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"BACOTE, MAMYE E",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 095,125.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"BULOVA, DAVID L",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 037,125.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"EDWARDS, JOHN S",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 021,125.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"HOWELL, JANET D",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 032,125.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"LOCKE, MAMIE",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 002,125.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"MARSDEN, DAVE W",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 041,125.00
GAY & LESBIAN INDEPENDENT DEMOCRATS,2007,VA,"MCCLELLAN, JENNIFER LEIGH",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 071,125.00
